Grammar,Swedish,English,Type,Examples
ett,årtionde,decade,noun-ett,
en,tomt,plot,noun-en,
,avsevärt,considerably,adverb,
att,rita,draw,verb,
,värt,worth,adverb,
ett,register,register,noun-ett,
,rörlighet,mobility,noun-en,
att,ignorera,ignore,verb,
,dold,hidden,adjective,
att,befria,free,verb,
,först,first,adverb,
,retorik,rhetoric,noun-en,
ett,leende,smiling,noun-ett,
,olycklig,unhappy,adjective,
,säkerligen,certainly,adverb,
en,abort,abortion,noun-en,
en,taktik,tactics,noun-en,
att,beteckna,designate,verb,
en,lärjunge,disciple,noun-en,
en,stadga,charter,noun-en,
,långsam,slow,adjective,
,oberoende,independent,prep,
en,utlänning,foreigner,noun-en,
en,spelning,gig,noun-en,
ett,godkännande,approval,noun-ett,
,fet,fat,adjective,
en,hovrätt,appeal,noun-en,
ett,tiotal,ten,noun-ett,
ett,skivbolag,label,noun-ett,
ett,stycke,paragraph,noun-ett,
ett,tempo,tempo,noun-ett,
en,påve,pope,noun-en,
en,kant,edge,noun-en,
en,turist,tourist,noun-en,
att,predika,preach,verb,
att,reflektera,reflect,verb,
en,folkgrupp,ethnic group,noun-en,
en,rektor,principal,noun-en,
att,klargöra,clarify,verb,
,neutral,neutral,adjective,
,laglig,legal,adjective,
att,tendera,tend,verb,
,utrikespolitik,foreign policy,noun-en,
att,glädja,delight,verb,
,rödgrön,red-green,adjective,
att,segra,win,verb,
att,inrikta,target,verb,e.g. inrikta sig
ett,monopol,monopoly,noun-ett,
en,konkurrent,competitor,noun-en,
en,plattform,platform,noun-en,
en,skådespelare,actor,noun-en,
en,störning,interference,noun-en,
en,remissinstans,referral body,noun-en,
en,rutin,routine,noun-en,
en,dal,valley,noun-en,
en,studio,studio,noun-en,
,användbar,useful,adjective,
ett,lagförslag,bill,noun-ett,
,självfallet,course,adverb,
,ömsesidig,mutual,adjective,
att,förvåna,amaze,verb,
en,flaska,bottle,noun-en,
att,packa,pack,verb,
ett,reportage,reportage,noun-ett,
en,skylt,sign,noun-en,
en,platta,plate,noun-en,
en,välsignelse,blessing,noun-en,
en,cell,cell,noun-en,
,i,in,adverb,
en,kopp,cup,noun-en,
att,bortse,ignore,verb,e.g. bortse från ngt
,etik,ethics,noun-en,
en,mördare,killer,noun-en,
,med,with,prep,
,vid,at,adjective,
en,förintelse,holocaust,noun-en,e.g. förintelsen
att,redogöra,describe,verb,e.g. redogöra för
,auktoritet,authority,noun-en,
att,avslå,reject,verb,
,hud,skin,noun-en,
ett,välstånd,well-being,noun-ett,
,rättfärdig,righteous,adjective,
,därvid,thereby,adverb,
att,tillgodose,cater,verb,
,mental,mental,adjective,
en,försvarsmakt,armed,noun-en,
ett,kollektivavtal,collective,noun-ett,
en,svaghet,weakness,noun-en,
en,frågeställning,issue,noun-en,
en,motsvarighet,equivalent,noun-en,
,slutändan,ultimately,noun,e.g. i slutändan
,bitter,bitter,adjective,
,utanförskap,alienation,noun-ett,
,åtskillig,multiple,adjective,
,koldioxid,carbon dioxide,noun-en,
en,mässa,exhibition,noun-en,
,rå,raw,adjective,
att,tvivla,doubt,verb,
en,höjning,increase,noun-en,
,forn,ancient,adjective,
,konjunktur,cyclically,noun-en,
ett,nöje,pleasure,noun-ett,
,attraktiv,attractive,adjective,
en,reflektion,reflection,noun-en,
,samråd,consultation,noun-ett,
,afrikansk,african,adjective,
,kontroversiell,controversial,adjective,
en,ruta,box,noun-en,
,folklig,homey,adjective,
att,framträda,appear,verb,
,vis,way,adjective,
att,förlänga,extend,verb,
att,spegla,reflect,verb,
en,frånvaro,absence,noun-en,
ett,symptom,symptom,noun-ett,
en,bokstav,letter,noun-en,
en,webbläsare,browser,noun-en,
en,skrivelse,letter,noun-en,
en,barndom,childhood,noun-en,
,usel,lousy,adjective,
ett,folkmord,genocide,noun-ett,
ett,test,test,noun-ett,
,till,to,adverb,
en,arbetsuppgift,duty,noun-en,
,illegal,illegal,adjective,
att,städa,clean,verb,
att,uppvisa,exhibit,verb,
en,väska,bag,noun-en,
,ärligt,honestly,adverb,
,historiskt,historic,adverb,
en,upphovsman,author,noun-en,
ett,lock,lid,noun-ett,
en,tes,thesis,noun-en,
en,bekostnad,expense,noun-en,
,info,info,noun-en,(vardagligt)
,skadlig,harmful,adjective,
att,ansöka,apply,verb,
,industriell,industrial,adjective,
en,köpare,buyer,noun-en,
en,börs,exchange,noun-en,
att,beklaga,regret,verb,
,korruption,corruption,noun-en,
att,uppföra,build,verb,e.g. uppföra sig
en,arbetsförmedling,employment,noun-en,
att,fria,free,verb,
en,britt,british,noun-en,
en,kontinent,continent,noun-en,
en,låda,box,noun-en,
att,bevaka,monitoring,verb,
en,besparing,saving,noun-en,
en,redovisning,accounting,noun-en,
en,variation,variation,noun-en,
,detaljerad,detailed,adjective,
ett,skratt,laugh,noun-ett,
,naken,naked,adjective,
ett,byggande,construction,noun-ett,
,konstruktiv,constructive,adjective,
att,integrera,integrate,verb,
,återkommande,recurrent,adjective,
en,slump,coincidence,noun-en,
en,mottagare,receiver,noun-en,
att,återgå,revert,verb,
,i,in,adverb,
en,leverantör,supplier,noun-en,
,noll,zero,numeral,
en,storm,storm,noun-en,
en,pirat,pirate,noun-en,
att,svänga,swing,verb,
ett,bifall,rejected,noun-ett,
en,instruktion,instruction,noun-en,
,upptagen,occupied,adjective,
en,paus,pause,noun-en,
,rationell,rational,adjective,
att,överstiga,exceed,verb,
,delad,shared,adjective,
att,skärpa,sharpness,verb,
en,tillverkare,manufacturer,noun-en,
,imponerande,impressive,adjective,
,följaktligen,consequently,adverb,
,innan,before,prep,
en,misstanke,suspicion,noun-en,
,omdöme,opinion,noun-ett,
en,kod,code,noun-en,
en,server,server,noun-en,
,magisk,magical,adjective,
,sträng,string,adjective,
,vad,what,adverb,
en,dagbok,diary,noun-en,
att,radera,delete,verb,
en,anknytning,connection,noun-en,
,häromdagen,other day,adverb,
en,innovation,innovation,noun-en,
en,gran,fir,noun-en,
en,uppföljning,monitoring,noun-en,
en,grabb,guy,noun-en,
att,frukta,fear,verb,
en,tvist,dispute,noun-en,
,innan,before,adverb,
,van,van,adjective,
,dubbelt,twice,adverb,
,mild,mild,adjective,
en,drivkraft,driving force,noun-en,
en,tjänare,servant,noun-en,
en,nationalism,nationalism,noun-en,
ett,moln,cloud,noun-ett,
ett,ordförandeskap,presidency,noun-ett,
,såvitt,as far as,subj,
en,mekanism,mechanism,noun-en,
,minsann,indeed,adverb,
,vaccin,vaccine,noun-ett,
en,filosof,philosopher,noun-en,
en,division,division,noun-en,
,belägen,located,adjective,
att,tåla,tolerate,verb,
ett,avdrag,deduction,noun-ett,
en,koloni,colony,noun-en,
,sannerligen,in deed,adverb,
,till,to,prep,
,cancer,cancer,noun-en,
,förföljelse,persecution,noun-en,
en,byråkrati,bureaucracy,noun-en,
,mobil,mobile,adjective,
,tillsyn,supervision,noun-en,
,ett,one,pronoun,
,sur,sour,adjective,
,nazism,nazi,noun-en,
,rösträtt,vote,noun-en,
,somlig,somlig,pronoun,
en,utredare,investigator,noun-en,
ett,stadium,stage,noun-ett,
ett,dagis,daycare,noun-ett,
,färsk,fresh,adjective,
,positivt,positively,adverb,
en,livsstil,lifestyle,noun-en,
ett,pressmeddelande,release,noun-ett,
en,klyfta,gap,noun-en,
,skapande,creative,noun-ett,
,inlagd,potted,adjective,
,konstnärlig,artistic,adjective,
,pinsam,embarrassing,adjective,
,löpande,current,adjective,
,konstant,constant,adjective,
att,åberopa,invoke,verb,
ett,arrangemang,arrangement,noun-ett,
,avslutad,completed,adjective,
,varifrån,where,adverb,
en,jurist,lawyer,noun-en,
att,lagra,store,verb,
,påtaglig,palpable,adjective,
,tillgänglighet,availability,noun-en,
,pedagogisk,pedagogical,adjective,
att,skita,shit,verb,(vardagligt)
ett,kärnvapen,nuclear,noun-ett,
en,plikt,duty,noun-en,
att,företräda,represent,verb,
,mjölk,milk,noun-en,
en,policy,policy,noun-en,
att,ångra,undo,verb,
en,apostel,apostle,noun-en,
att,ingripa,intervene,verb,
att,tröttna,tire,verb,
en,utvidgning,enlargement,noun-en,
ett,kvarter,block,noun-ett,
,flexibel,flexible,adjective,
en,motionär,exerciser,noun-en,
,ideell,nonprofit,adjective,
,insyn,transparent,noun-en,
,bosatt,resident,adjective,
,filosofisk,philosophical,adjective,
en,inspelning,recording,noun-en,
,reell,real,adjective,
att,generera,generate,verb,
att,krypa,crawl,verb,
en,kränkning,violation,noun-en,
,trogen,faithful,adjective,
att,underteckna,sign,verb,
,stilla,still,adverb,
en,invasion,invasion,noun-en,
,enhetlig,uniform,adjective,
en,not,note,noun-en,
att,förebygga,prevent,verb,
att,lukta,smell,verb,
,humanitär,humanitarian,adjective,
,intelligent,intelligent,adjective,
ett,besvär,trouble,noun-ett,
en,flotta,fleet,noun-en,
,turkisk,turkish,adjective,
en,mandatperiod,term,noun-en,
en,civilisation,civilization,noun-en,
att,ursäkta,excuse,verb,
att,demonstrera,demonstrate,verb,
att,godta,accept,verb,
att,andas,breathe,verb,
,böter,fine,noun,(plural)
en,lärdom,learning,noun-en,
,kyla,cold,noun-en,
,ordinarie,ordinary,adjective,
en,delegation,delegation,noun-en,
att,suga,suck,verb,
en,tränare,coach,noun-en,
ett,användande,using,noun-ett,
en,arbetsgrupp,working,noun-en,
en,operatör,operator,noun-en,
en,reporter,reporter,noun-en,
,tortyr,torture,noun-en,
en,kapten,captain,noun-en,
att,forska,research,verb,
,avkastning,return,noun-en,
,genomsnittlig,average,adjective,
en,jägare,hunter,noun-en,
en,makthavare,rulers,noun-en,
,löjlig,ridiculous,adjective,
,skönhet,beauty,noun-en,
,orimlig,unreasonable,adjective,
,matematik,mathematics,noun-en,
,officiellt,officially,adverb,
att,rensa,clear,verb,
att,utvärdera,evaluate,verb,
,onekligen,undeniably,adverb,
en,tonåring,teenager,noun-en,
,dagsläge,daytime,noun-ett,e.g. i dagsläget
en,entreprenör,entrepreneur,noun-en,
en,kines,chinese,noun-en,
,blivande,future,adjective,
ett,elände,misery,noun-ett,
att,glida,slide,verb,
en,stiftelse,foundation,noun-en,
,frivilligt,voluntary,adverb,
att,introducera,introduce,verb,
,korrekt,correctly,adverb,
,villigt,willingly,adverb,
en,friskola,friskola,noun-en,
en,smula,crumb,noun-en,
att,försvåra,difficult,verb,
,kyrklig,ecclesiastical,adjective,
,oväntad,unexpected,adjective,
,rikedom,wealth,noun-en,
en,delstat,state,noun-en,
,gång,walk,adverb,
att,illustrera,illustrate,verb,
en,centralbank,central,noun-en,
ett,grannland,neighboring country,noun-ett,
en,rasist,racist,noun-en,
,ägande,ownership,noun-ett,
,förvirrad,confused,adjective,
,kredit,credit,noun-en,
,rom,gypsy,noun-en,
en,storstad,city,noun-en,
att,tveka,hesitate,verb,
en,överföring,transfer,noun-en,
en,katolik,catholic,noun-en,
,tät,close,adjective,
ett,fotografi,photography,noun-ett,
en,förare,driver,noun-en,
en,historiker,historian,noun-en,
ett,misslyckande,failure,noun-ett,
en,present,gift,noun-en,
ett,dödsstraff,capital punishment,noun-ett,
en,evighet,eternity,noun-en,
en,enighet,agreement,noun-en,
ett,torn,tower,noun-ett,
,stigande,rising,adjective,
att,förkasta,reject,verb,
ett,humör,humor,noun-ett,
,hemskt,awful,adverb,
ett,moment,torque,noun-ett,
,allihop,everybody,pronoun,
en,fritid,free time,noun-en,
,rapportering,reporting,noun-en,
en,stöld,theft,noun-en,
,konkurrenskraft,competitiveness,noun-en,
,psykologisk,psychological,adjective,
,alternativt,alternatively,adverb,
en,direktör,director,noun-en,
,skeptisk,skeptical,adjective,
,bakåt,backwards,adverb,
en,lapp,patch,noun-en,
att,anlita,hire,verb,
att,avfärda,dismiss,verb,
,likadant,same,adverb,
,separat,separate,adjective,
att,överensstämma,conform,verb,
en,finansminister,minister of finance,noun-en,
ett,format,format,noun-ett,
att,ogilla,dismiss,verb,
att,omvandla,convert,verb,
,argumentation,argumentation,noun-en,
,likadan,similar,adjective,
en,tavla,painting,noun-en,
,kännedom,knowledge,noun-en,
en,programvara,software,noun-en,
en,skattesänkning,tax reduction,noun-en,
,jämlikhet,equality,noun-en,
en,chefredaktör,editor in chief,noun-en,
en,säljare,seller,noun-en,
att,duga,suffice,verb,
,negativt,negative,adverb,
en,arkitekt,architect,noun-en,
,livad,-lived,adjective,
en,passagerare,passenger,noun-en,
en,finans,financial,noun-en,
en,ekonom,economist,noun-en,
,läsvärd,worth reading,adjective,
,obegriplig,incomprehensible,adjective,
,skam,shame,noun-en,
,skicklig,skilled,adjective,
att,störta,overthrow,verb,
att,överta,take over,verb,
en,feminist,feminist,noun-en,
en,orättvisa,unfair,noun-en,
en,stadsdel,district,noun-en,
,årligen,annually,adverb,
en,utbyggnad,development,noun-en,
en,beskattning,taxation,noun-en,
att,återge,reproduce,verb,
att,koka,boil,verb,
en,taliban,taliban,noun-en,
en,skara,crowd,noun-en,
ett,bröllop,wedding,noun-ett,
en,mormor,grandmother,noun-en,
,pasta,pasta,noun-en,
,itu,deal,particle,e.g. ta itu med
en,fan,damn,noun-en,e.g. sportfans
ett,syskon,siblings,noun-ett,
en,tillverkning,manufacturing,noun-en,
,bunden,bound,adjective,
en,gitarr,guitar,noun-en,
en,diagnos,diagnosis,noun-en,
,häftig,blustery,adjective,
att,överklaga,appeal against,verb,
en,strejk,strike,noun-en,
ett,tvång,constraint,noun-ett,
ett,dödsfall,death,noun-ett,
,import,import,noun-en,
,formellt,formally,adverb,
,rund,round,adjective,
en,sambo,partner,noun-en,
,teknologi,technology,noun-en,
,iransk,iranian,adjective,
,någorlunda,fairly,adverb,
en,genomgång,review,noun-en,
en,grundskola,elementary school,noun-en,
en,framställning,production,noun-en,
en,rådgivare,advisor,noun-en,
att,vrida,turn,verb,
,behaglig,pleasant,adjective,
att,fästa,attach,verb,
en,målning,painting,noun-en,
ett,underskott,deficit,noun-ett,
,framme,in front,adverb,
ett,imperium,empire,noun-ett,
,lönsam,profitable,adjective,
,söder,south,noun,
,successivt,successively,adverb,
en,hänvisning,reference,noun-en,
,konsekvent,consistent,adverb,
,isolerad,isolated,adjective,
en,handlingsplan,action,noun-en,
en,tvåa,second,noun-en,
att,häva,cancel,verb,
att,upphäva,repeal,verb,
en,färdighet,skill,noun-en,
ett,självmord,suicide,noun-ett,e.g. begå självmord
ett,svärd,sword,noun-ett,
ett,stall,stable,noun-ett,
ett,styre,rule,noun-ett,
,fristående,independent,adjective,
,ilska,anger,noun-en,
,dumt,silly,adjective,
att,offentliggöra,publish,verb,
en,privatperson,individual,noun-en,
att,kompensera,compensate,verb,
en,överraskning,surprise,noun-en,
,stängd,closed,particip,
en,tröja,sweater,noun-en,
en,komponent,component,noun-en,
en,festival,festival,noun-en,
en,lågkonjunktur,recession,noun-en,
att,återställa,restore,verb,
en,skandal,scandal,noun-en,
,med,with,prep,
att,förutse,anticipate,verb,
,minst,least,adverb,
att,stötta,prop,verb,
,fantastiskt,amazing,adverb,
en,karl,charles,noun-en,
,aggressiv,aggressive,adjective,
,härmed,hereby,adverb,
en,avsaknad,lack,noun-en,
,kemisk,chemical,adjective,
,saknad,missing,noun-en,
en,raket,rocket,noun-en,
en,ton,t,noun-en,
en,tunnelbana,subway,noun-en,
att,värma,heat,verb,
ett,kommunistparti,communist,noun-ett,
en,marginal,margin,noun-en,
,respektive,respective,adverb,
,gravid,pregnant,adjective,
en,kniv,knife,noun-en,
att,ramla,fall,verb,
en,villa,villa,noun-en,
,dryg,over one,adjective,
en,lampa,lamp,noun-en,
,överdriven,excessive,adjective,
en,back,back,noun-en,
en,kusin,cousin,noun-en,
en,knapp,button,noun-en,
att,skynda,hurry,verb,e.g. skynda sig
ett,privatliv,privacy,noun-ett,
en,toalett,toilet,noun-en,
att,bada,bathe,verb,
,lustig,funny,adjective,
en,provins,province,noun-en,
,orättvis,unfair,adjective,
,sexualitet,sexuality,noun-en,
en,upptäckt,discovered,noun-en,
,kreativitet,creativity,noun-en,
ett,lagråd,legal council,noun-ett,
en,malm,ore,noun-en,
att,referera,reference,verb,
,teologi,theology,noun-en,
,arkitektur,architecture,noun-en,
att,förvalta,manage,verb,
ett,rättsväsende,justice,noun-ett,
en,lord,lord,noun-en,
en,poet,poet,noun-en,
en,stuga,cottage,noun-en,
att,regna,rain,verb,
att,spekulera,speculate,verb,
en,bonus,bonus,noun-en,
en,längtan,longing,noun-en,
,rymd,space,noun-en,e.g. rymden
,fruktansvärt,terrible,adverb,
ett,bad,swimming,noun-ett,
ett,förhör,hearing,noun-ett,
,likvärdig,equivalent,adjective,
att,upplösa,dissolve,verb,
att,blockera,block,verb,
en,fröken,miss,noun-en,
att,hysa,house,verb,
ett,klipp,clips,noun-ett,
,äganderätt,ownership,noun-en,
en,akademi,academy,noun-en,
att,benämna,mention,verb,
,indisk,indian,adjective,
,rosa,pink,adjective,
,tycke,opinion,noun-ett,
,avlägsen,distant,adjective,
,konstigt,strange,adverb,
en,marknadsekonomi,market,noun-en,
att,uppta,occupy,verb,
,utland,abroad,noun-ett,
att,erinra,remind,verb,
,finanser,finances,noun,(plural)
,lärande,learning,noun-ett,
en,råvara,raw material,noun-en,
,förenlig,compatible,adjective,
att,klättra,climb,verb,e.g. klättra upp
,berättigad,entitled,adjective,
en,brottsling,criminal,noun-en,
,tillhörande,associated,adjective,
,delaktig,involved,adjective,
att,rusa,rush,verb,
en,änka,widow,noun-en,
att,plugga,plug,verb,
en,prins,prince,noun-en,
,mystisk,mysterious,adjective,
en,same,same,noun-en,
en,bar,bar,noun-en,
,indirekt,indirectly,adverb,
en,webbsida,web page,noun-en,
att,avveckla,dismantling,verb,
ett,bygge,building,noun-ett,
ett,föredrag,lecture,noun-ett,
att,bibehålla,maintain,verb,
en,näring,nutrition,noun-en,
,poesi,poetry,noun-en,
att,smyga,sneak,verb,
en,förort,suburb,noun-en,
,genetisk,genetic,adjective,
,sorglig,sad,adjective,
en,fransman,frenchman,noun-en,
en,genre,genre,noun-en,
,lat,lazy,adjective,
en,lastbil,truck,noun-en,
att,vårda,cherish,verb,
att,lista,list,verb,
,inledande,initial,adjective,
en,debattör,debater,noun-en,
en,premiär,premiere,noun-en,
ett,redskap,gear,noun-ett,
en,vila,rest,noun-en,
en,novell,short story,noun-en,
,väsentligt,substantially,adverb,
en,matte,math,noun-en,
ett,anförande,speech,noun-ett,
en,hyra,rent,noun-en,
,mogen,mature,adjective,
,osynlig,invisible,adjective,
,besvärlig,difficult,adjective,
en,dansk,dane,noun-en,
ett,överskott,excess,noun-ett,
en,kompromiss,compromise,noun-en,
en,uppskattning,estimate,noun-en,
en,kvart,quarter,noun-en,
